budget,id,popularity,release_date,revenue,runtime,vote_average,vote_count
17000000,146304,7.210095,15-11-13,71625195,123,6.7,110
17000000,7516,23.491962,09-12-06,57103895,109,6.4,534
20000000,41439,36.133536,21-10-10,136150434,90,5.8,730
17000000,2752,14.18136,01-03-02,0,94,5.2,297
17000000,9429,12.709227,01-10-98,30331165,81,5.9,198
17000000,38117,24.054062,21-01-11,43165571,86,6,849
15000000,9792,35.107857,10-03-06,69623713,107,6.1,705
0,13778,10.149569,05-09-03,0,98,5.1,64
0,228203,14.023082,20-02-15,45710059,128,7.4,213
0,41382,9.054803,20-08-10,0,99,5.6,54
20000000,13960,5.422285,31-03-06,21170563,105,6,32
17000000,114150,32.746486,28-09-12,115350426,112,7.3,2247
34000000,26602,3.960098,22-08-01,19693891,108,4.8,63
0,10223,10.178917,11-12-98,0,121,6.9,187
17000000,16028,4.544216,01-11-02,0,89,4.6,74
0,15639,2.184708,24-03-06,0,89,3.3,17
0,16112,3.09159,01-10-99,0,73,6.3,14
17000000,26390,18.790102,16-01-09,29536299,133,6.2,293
17000000,27759,3.321095,06-05-63,10000000,154,6.3,36
17000000,109428,33.912116,05-04-13,97542952,91,6.4,1723
17000000,23049,5.787891,06-02-09,20455276,95,5.6,101
17000000,9310,7.864011,04-03-06,7314027,107,4.9,95
17000000,11411,17.062117,23-07-87,19300000,90,4.1,318
0,16988,1.782666,25-01-08,0,94,3,6
17000000,7304,19.311572,06-01-06,9500000,122,7,331
0,24747,2.897449,30-04-04,0,120,5.5,19
17000000,58048,0.138564,29-08-86,0,97,2.9,15
40000000,1491,36.960953,18-08-06,86915017,110,7.1,1615
17000000,2989,1.15641,12-11-81,2000000,102,5.6,19
17000000,10629,9.583578,11-07-03,1569918,98,6.8,59
17000000,255343,25.112567,11-10-14,3758328,120,6.1,271
17000000,4723,9.349386,15-05-06,374743,144,5.2,153
15000000,10800,8.884405,19-03-08,0,80,6.5,129
17000000,25763,2.215261,10-09-77,8720000,91,5,27
17000000,79694,6.385234,23-08-12,9627492,82,4.5,140
16500000,4032,20.935169,27-11-91,0,102,7,428
16800000,18615,4.358255,30-08-06,2281089,122,5.8,73
15000000,10673,24.898687,10-12-87,43848069,126,7,546
16500000,4584,20.898711,13-12-95,135000000,136,7.2,352
16500000,2977,18.236284,02-03-07,37311672,120,6.9,317
16500000,10760,10.74648,21-09-07,13620075,108,6,236
16500000,11093,12.102725,19-12-03,16942795,126,7,199
16400000,207,55.458584,02-06-89,235860116,129,8.1,2705
16000000,8467,35.777067,16-12-94,247275374,107,6.5,1859
16000000,639,18.430419,21-07-89,92823546,96,7.3,950
16000000,24226,7.980632,08-12-82,53977250,129,7.4,131
16000000,9285,14.759948,19-05-00,119754278,93,5.9,542
0,14709,9.229999,15-01-99,0,106,6,122
15000000,74643,29.943316,15-05-11,133432856,100,7.3,1049
16000000,13788,15.788784,09-01-09,76514050,87,4.8,365
16000000,83666,41.083914,16-05-12,68263166,94,7.6,1662
16000000,10781,21.380635,06-10-06,0,91,5.9,402
18500000,318850,1.884558,10-03-16,6490401,120,6.4,30
0,13908,4.382761,02-08-02,0,80,3.7,78
19000000,1417,90.809408,27-05-06,83258226,118,7.6,3041
0,39180,6.579017,02-03-01,0,94,4.8,44
16000000,16161,7.854989,27-06-01,29381649,130,7.4,55
16000000,49950,11.807269,04-02-11,40492759,91,5.3,224
17700000,10956,15.976335,10-04-01,30987695,91,5.5,242
15000000,9594,10.484642,10-08-91,30102717,110,5.3,215
12000000,4638,38.623178,14-02-07,80573774,121,7.4,2199
16000000,13972,8.8321,12-09-08,50007546,114,4.6,96
15000000,5038,32.758254,15-08-08,96408652,96,6.7,1020
25000000,13491,6.091033,17-12-07,0,139,6.4,76
16000000,10571,9.119797,16-06-00,20627372,94,5.4,103
0,10994,9.423866,11-10-02,0,109,7.2,108
16000000,19994,32.257414,18-09-09,31556061,100,5.3,837
16000000,25166,3.021835,03-03-00,15427192,96,5.4,43
16000000,30890,7.612849,30-01-87,0,90,7,127
20000000,23169,36.764666,12-03-10,0,113,6.9,948
0,17403,3.199784,18-07-03,0,99,5.7,42
20000000,12120,9.455596,09-12-88,13854000,108,5.3,131
26000000,9800,44.301745,22-12-93,206678440,125,7.6,988
16000000,1090,19.890428,16-04-99,18564088,100,6.8,378
16000000,18475,0.830596,03-09-04,12,97,4.6,10
0,40160,2.637355,19-10-79,0,107,5.1,36
0,18074,2.25453,09-09-00,0,112,5.5,34
16000000,9689,8.711782,03-05-02,0,112,6.4,113
6500000,9781,5.700333,13-08-99,4217115,95,6.7,100
16000000,8009,29.253833,07-03-86,5900000,116,6.8,624
16000000,3877,8.842869,26-09-07,2849142,113,6.7,90
16000000,8854,2.848727,15-08-97,1686429,97,4.3,48
16000000,152599,13.832464,03-07-13,5867686,117,6.2,250
0,18840,4.488547,30-10-05,0,135,6.9,21
20000000,68727,38.802415,27-03-13,24261569,101,6.5,956
16000000,12657,9.400404,28-05-04,14822346,86,4.7,108
11000000,8265,18.923181,09-01-08,53191886,106,6.8,615
0,12410,2.397987,11-12-08,0,96,6.3,29
13000000,34647,20.39955,05-05-09,754249,161,7.2,387
16000000,73935,7.251897,25-08-12,0,93,4.8,91
16000000,28178,43.217089,13-06-09,47801389,93,7.7,1717
16000000,185567,14.529496,04-12-13,0,110,6.7,172
16000000,264656,20.59148,18-05-14,3442853,122,6.4,258
15600000,35696,2.244947,21-06-02,0,91,4.2,20
0,16351,1.326264,20-05-02,0,115,5.7,16
0,38717,0.212108,23-01-01,0,99,5.3,3
15500000,18777,6.630856,12-09-05,1237615,93,5.5,16
15300000,2110,18.20957,31-10-01,0,94,6.2,283
15500000,9035,17.327279,31-03-06,0,95,6.3,317
15000000,90,29.843818,29-11-84,316360478,105,6.8,961
18000000,771,2.186927,09-11-90,476684675,103,7.1,2414
0,12154,12.335827,27-11-87,0,102,5.8,253
21000000,9576,20.818567,16-12-82,177200000,116,6.9,421
15000000,744,58.900647,16-05-86,356830601,110,6.7,1698
17000000,146,45.742254,01-10-00,213525736,120,7.2,927
15000000,14,80.878605,15-09-99,356296601,122,7.9,3313
15000000,45269,54.053576,06-09-10,414211549,118,7.6,2752
15000000,9493,17.638286,09-12-88,216614388,107,5.7,559
15000000,22556,3.803495,17-12-08,317000,102,6.4,52
15000000,873,17.571533,18-12-85,146292009,154,7.7,338
16000000,33196,4.628525,06-06-09,11301649,120,6.5,48
14000000,205596,145.364591,14-11-14,233555708,113,8,5723
0,10765,12.18838,06-10-80,0,109,6,102
15000000,16769,3.826685,07-03-80,67182787,125,7.2,67
15000000,33217,21.095489,19-03-10,75700498,92,5.9,355
15000000,132232,47.455148,17-01-13,146497771,100,6,1401
15000000,11153,22.838834,28-07-83,61399552,98,7.1,410
15000000,208134,27.165222,22-10-13,151831537,92,6,680
15000000,1165,19.113278,15-09-06,123384128,103,6.8,338
15000000,4011,58.553213,29-02-88,73326666,92,7.1,1444
15000000,17202,2.005111,12-10-07,55184721,113,6.1,33
18000000,9587,16.418639,21-12-94,0,115,7,215
17000000,65086,43.675191,01-02-12,127730736,95,6.1,1206
15000000,10053,4.688212,03-02-06,66966987,87,5.4,268
15000000,11870,9.125594,08-02-02,52970014,88,5.6,197
15000000,11778,19.786392,08-12-78,50000000,183,7.8,921
15000000,586,13.581966,25-12-97,64256513,97,6.7,270
17000000,18736,11.927667,25-04-03,55534455,94,5.7,280
35000000,134411,30.556135,21-02-13,42930462,112,5.8,1138
15000000,287903,31.565117,26-11-15,61548707,98,5.9,584
15000000,9276,21.535126,25-12-98,40283321,104,6.2,492
0,15765,7.921311,09-06-93,0,118,6.9,72
15000000,2142,19.284129,15-08-97,44862187,104,6.6,382
16000000,11397,23.423082,07-12-01,66468332,89,5.5,431
7000000,77016,49.517264,20-09-12,48126384,109,7.2,1170
15000000,11478,11.375032,31-03-00,35007180,106,5.8,156
15000000,266856,61.182331,26-11-14,123726688,123,7.8,3311
0,13411,7.314796,10-04-03,0,86,4.7,77
15000000,10564,6.857923,27-04-00,33771174,120,6.9,155
15000000,947,41.286336,10-12-62,69995385,216,7.8,851
15000000,24150,12.929525,28-08-09,39421467,105,5.1,267
15000000,228970,42.952942,05-12-14,52501541,115,7,951
15000000,18405,19.760383,13-03-09,32721635,110,6.2,440
15000000,6961,10.194097,04-02-05,47175038,88,6.2,230
13000000,11442,11.045593,01-07-02,37664855,94,4.5,228
16000000,2493,44.533612,18-09-87,30857814,98,7.6,1486
15000000,14047,10.84158,27-12-07,30226144,126,6.9,151
15000000,64690,49.294864,06-08-11,78054825,100,7.4,3725
15000000,11132,7.424798,17-02-04,29331068,89,5.1,221
15000000,17127,5.164281,17-04-98,46905889,111,5.6,72
15000000,1562,34.759855,26-04-07,64238440,100,6.5,1197
15000000,232679,7.297757,22-08-14,30127963,115,6.3,130
14000000,17880,3.334804,18-02-05,32645546,106,6.1,61
20000000,14736,2.027393,21-04-00,27728118,124,7.4,88
0,9434,13.817269,11-04-97,28084357,107,6.9,275
15000000,23706,13.237835,04-09-09,40105542,99,4.7,295
0,11531,3.890223,27-10-00,0,90,4.3,212
15000000,9100,19.517239,03-05-96,24769466,101,6.3,380
15000000,116,30.669913,26-10-05,85306374,124,7.3,1105
0,38843,9.681147,23-07-10,0,103,6.1,245
11500000,1245,15.355589,05-11-93,23237911,134,7.5,202
15000000,4995,19.85579,11-09-97,43101594,155,7.5,796
0,10413,11.689337,15-01-93,0,94,5.5,119
15000000,14012,3.043589,20-10-06,21000000,95,6.1,52
15000000,9793,17.141376,22-03-07,0,89,5.2,351
14000000,12212,8.885017,19-09-00,38574362,97,4.4,100
0,13768,4.115398,11-10-02,0,90,6.4,128
20000000,8975,7.679336,13-10-06,22165608,92,5,163
15000000,342521,18.268009,21-04-16,20566327,94,6,421
15000000,45272,7.809701,22-12-10,20529194,117,5.9,80
15000000,9424,9.378688,24-07-98,17507368,84,5.5,104
15000000,97367,35.395129,20-03-13,35485608,140,6.8,1653
15000000,254904,45.317278,27-08-14,32556119,108,6,639
15000000,18681,4.302941,04-09-99,0,109,5.3,42
15000000,12162,47.006162,10-10-08,42000000,131,7.2,1840
15000000,11495,11.379652,11-05-84,17080167,114,5.9,173
15000000,64689,24.612603,20-09-12,37930465,97,5.8,742
15000000,157849,26.708193,25-07-14,31554855,121,6.5,541
0,13166,8.710294,18-04-01,0,87,4.6,115
0,15511,1.800119,11-01-08,0,85,5.9,25
15000000,37003,0.335195,19-05-07,22730842,85,6.7,10
25000000,12211,11.782725,01-09-00,15843608,87,4.4,104
0,13816,2.711955,25-08-06,0,121,5.1,17
15000000,51828,16.629173,02-03-11,59389433,107,7,978
15000000,22798,20.05902,13-09-09,16633035,111,6.7,357
15000000,7501,8.113634,07-09-01,12000000,92,5.9,97
0,10743,9.87419,25-04-03,0,97,6.4,126
0,37718,2.857936,27-08-99,0,97,5.3,31
20000000,15237,3.138118,02-07-04,0,125,6.3,32
15000000,9686,6.684096,10-03-89,0,124,6.2,64
0,17644,0.722911,01-01-98,0,76,2.9,8
15000000,97430,17.672021,02-11-12,15608545,96,5.2,358
15000000,12257,3.033471,25-11-98,10443316,93,4.8,32
0,13539,3.313257,23-03-00,0,96,5.4,48
15000000,68,41.089863,20-02-85,0,132,7.5,861
15000000,14024,10.9071,10-08-04,14867514,103,6,211
15000000,115,49.230089,06-03-98,46189568,117,7.8,2926
15000000,7874,11.429607,08-12-06,10903846,116,6.6,243
15000000,4911,6.373316,14-12-02,9237470,118,6.5,85
16000000,1988,9.717392,01-01-07,18928871,100,6.7,95
15000000,16222,8.074807,31-03-00,9902115,94,5,37
20000000,9557,7.034752,01-10-02,8586376,94,4.7,146
0,9026,7.250379,17-05-02,0,97,6.7,127
0,57943,0.116873,01-02-98,0,98,4.7,3
0,18276,7.712206,05-05-06,0,91,5.5,44
15000000,8321,25.329493,08-02-08,34533783,107,7.4,1388
15,72359,5.112809,09-05-13,0,95,5.6,26
15000000,10186,13.832376,20-08-08,8762890,102,5.6,156
15000000,25704,7.446069,21-08-09,6405245,89,5,100
15000000,133694,13.568302,23-09-12,8138788,106,6,243
15000000,19265,21.857387,19-06-09,35097815,92,6.8,350
15000000,36047,0.249245,19-07-00,5217498,105,4.7,15
15000000,8053,12.163832,17-11-05,12036149,121,7,177
0,2290,8.962245,16-09-99,0,120,6,90
15000000,5236,32.690038,05-09-05,15785148,103,7.2,886
25000000,6552,8.583217,30-04-99,4152230,92,6.1,182
15000000,1018,31.60985,16-05-01,20117339,147,7.6,1477
0,10075,12.295216,26-01-07,0,98,5.4,87
22000000,38031,12.4654,23-05-10,0,98,5.8,251
15000000,42188,30.983397,15-09-10,9455232,104,6.8,737
0,112430,1.485324,05-08-07,0,276,7,12
15000000,6687,11.428903,18-01-08,5926410,111,6.5,195
15000000,13853,5.484679,17-01-86,0,98,4.8,27
0,31306,5.770246,22-10-99,0,111,6.5,12
15000000,8461,15.175289,20-10-07,7938872,112,6.3,545
0,331592,2.414721,11-09-15,0,100,5.5,31
0,47692,0.470645,24-11-99,0,116,6.6,23
92620000,19,32.351527,10-01-27,650422,153,8,657
12000000,10045,17.493735,09-11-04,9584131,84,6.5,565
8000000,400,6.932221,01-12-95,529766,116,6.7,85
15000000,253450,8.142166,27-08-15,632542,105,6.6,157
15000000,9104,6.329672,08-09-01,0,98,6.5,93
0,11190,7.744166,25-06-03,0,105,7.4,100
8500000,16353,9.029489,04-12-08,8936663,98,6,152
12000000,23759,22.708647,15-02-10,6814789,97,5.9,386
15000000,24206,2.609057,26-06-96,76382,93,5,22
15000000,10185,19.913961,07-08-08,3533227,98,6,290
15000000,75033,1.897761,16-09-11,0,107,5.2,5
15000000,74536,7.701186,04-11-11,0,90,4.8,92
15000000,31668,1.833058,14-10-01,23000,99,6.1,7
15000000,13501,12.185204,25-01-07,20380,93,5.7,41
0,15208,2.500218,04-07-08,0,141,5.6,31
20000000,172391,6.459787,18-07-13,27187375,85,5.8,72
7000000,262543,49.808505,09-10-14,0,110,5.6,670
0,9288,4.901936,01-01-05,0,105,4.8,36
15000000,370980,0.738646,03-12-15,0,,7.3,12
15000000,20083,5.294319,22-03-09,0,119,6.7,65
0,40880,0.165367,29-06-01,0,124,4.5,2
14600000,137,52.744331,11-02-93,70906973,101,7.4,2301
14800000,264999,29.660993,01-07-15,122513057,115,6.3,706
14500000,454,41.493042,31-10-96,147298761,120,6.7,1374
10000000,53457,10.072199,16-09-10,17511906,111,7.2,196
14500000,288980,4.389363,21-08-14,0,98,5.8,9
14000000,33,37.380435,07-08-92,159157447,131,7.7,1113
14200000,1951,7.05145,16-05-05,674918,139,6.9,78
15000000,12405,59.258969,12-05-08,377910544,120,7.6,2827
14000000,10998,16.742972,11-09-87,320145693,119,6.6,291
14000000,114,45.473484,23-03-90,463000000,119,7,1746
0,9396,15.474831,19-05-88,239606210,110,5.5,303
0,319910,4.289676,15-03-15,0,101,5,10
14000000,2604,25.949277,20-12-89,161001698,145,6.7,395
14000000,864,22.409117,30-09-93,154864401,98,6.8,491
15000000,14435,13.706357,16-01-09,100734718,101,5.3,299
13000000,1931,6.92205,16-05-07,75511123,114,6.1,88
14000000,691,27.17347,07-07-77,185438673,125,6.6,507
14000000,9877,12.159009,25-09-98,72527595,99,5.6,290
0,62008,4.448494,23-02-12,0,111,6.2,45
14000000,12227,13.13724,18-01-91,34793160,107,6.5,135
0,13824,4.04701,08-10-99,0,81,5.1,83
13000000,71688,23.3784,30-12-11,114956699,105,6.2,527
0,15173,1.446172,04-10-02,0,82,6.4,22
14000000,8291,3.650857,23-07-93,27515786,109,6.9,47
14000000,13950,5.102258,08-03-02,25482931,95,5.8,48
14000000,12158,6.772615,27-10-95,19800000,100,4.5,111
14000000,11586,11.543363,17-06-77,30749142,118,4.5,133
0,10008,7.436315,05-05-05,0,83,5.3,142
14000000,2830,14.813614,21-08-03,0,83,4.4,180
14000000,12403,20.792603,08-06-09,22852638,98,6.2,351
14000000,34563,6.733485,12-03-10,21409028,103,5.7,39
0,14557,7.708227,21-08-98,0,96,5.6,49
12000000,10368,2.238646,25-03-99,21001563,117,5.8,32
0,10280,7.866961,25-10-96,0,92,5.5,124
0,12637,3.876242,21-06-77,0,155,6.1,67
0,34152,1.89218,13-05-94,0,115,6.7,31
11000000,14434,4.536745,16-03-07,13196245,90,5,55
11000000,11470,11.220643,24-07-01,16951798,91,4.5,291
0,10741,11.706309,05-09-06,0,120,6.4,119
14000000,24940,4.66723,02-02-01,10424470,86,5.3,73
14000000,82679,7.487843,25-10-12,11417362,87,5.5,134
14000000,2013,13.65494,22-05-07,19777647,112,7.4,283
26000000,1440,11.942862,06-10-06,14821658,136,6.9,240
14000000,18041,5.833687,21-04-00,5108820,90,5.5,68
14000000,28029,6.370267,29-01-99,0,107,6.2,21
0,1123,4.052219,27-10-06,4291965,101,6.4,25
0,14033,3.231848,06-09-01,0,84,4.4,49
14000000,87729,0.900442,31-03-95,2474000,139,5.2,10
0,16899,8.387573,01-01-08,0,93,6.3,108
0,41317,0.633004,02-11-78,0,127,5.8,1
0,245700,9.242554,31-10-14,5405500,150,6.3,204
0,37842,1.866443,20-05-09,0,104,5.8,22
0,9045,5.930533,13-02-02,0,132,7.1,75
12000000,44092,4.930129,01-09-10,0,117,6.7,57
0,16005,8.747922,26-09-08,0,113,6.3,55
14000000,44754,4.898424,30-09-11,46495,149,6.1,86
108,23988,7.410523,27-10-09,0,90,4,97
14000000,43949,24.210698,06-08-10,1755212,89,7.4,418
14000000,142,44.135568,02-09-05,178043761,134,7.5,1480
12000000,9603,16.051328,19-07-95,0,97,6.9,803
13500000,10712,9.982885,01-09-02,29027914,107,6.9,144
14000000,243938,16.618874,20-02-15,12314651,93,5,354
13500000,10876,7.261196,22-11-00,7060876,124,6.8,128
15000000,86838,32.306455,07-09-12,19422261,110,6.7,1206
0,25208,4.722403,19-01-01,0,105,6,27
18339750,613,32.445895,08-09-04,92180910,156,7.7,1037
12806000,1913,17.363739,03-09-04,38535221,125,7.2,219
13300000,97370,29.782161,14-03-14,5380251,108,6,1102
13000000,801,18.362333,23-12-87,123922370,121,7.1,642
13400000,70829,0.680753,29-12-10,16700000,100,4.7,7
13000000,54518,6.735922,11-02-11,98441954,105,4.8,154
13000000,44214,91.285683,02-12-10,327803731,108,7.3,4430
13000000,240,105.792936,20-12-74,47542841,200,8.3,3338
13000000,9816,9.969624,12-01-01,91038276,112,6.3,352
7000000,10131,17.113408,19-08-88,72500000,99,5.8,281
16000000,339984,10.248439,17-03-16,77000000,117,6.7,186
13000000,8859,25.316146,15-12-00,73180723,83,5.2,509
13000000,11967,9.499325,12-08-88,44726644,107,6.6,258
13000000,239563,43.791745,09-10-14,54837234,102,7.1,763
12500000,222899,11.828068,14-02-14,49002684,100,6,210
16000000,4951,54.550275,30-03-99,53478166,97,7.3,1701
13000000,10985,13.525704,10-05-02,0,88,5.7,151
0,9644,12.963328,04-02-93,0,84,5.7,157
17000000,332567,60.829621,24-06-16,119100758,86,6.2,1567
13000000,1954,73.307513,22-01-04,96060858,113,7.3,2060
0,15489,7.964289,11-02-00,0,89,4.8,51
13000000,15250,2.388918,27-11-07,0,117,7.1,29
12000000,22345,4.580081,12-03-99,36450736,97,3.3,75
13000000,9448,6.425528,24-04-98,27007143,91,6.1,109
12000000,38223,4.63093,10-07-96,0,100,5.7,46
13000000,11186,16.681567,09-11-90,35763605,84,5.8,308
13200000,136835,24.656068,10-09-14,53830415,83,5.6,181
18000000,5876,37.104353,21-11-07,57096190,126,6.7,1399
15000000,264660,95.130041,21-01-15,36869414,108,7.6,4737
13000000,492,27.546914,30-09-99,22863596,112,7.3,1101
6000000,25462,2.27213,07-09-01,0,90,6.6,17
13000000,238603,17.371327,14-06-14,45300000,89,5.7,290
13000000,10691,6.130096,29-06-01,16929123,99,6.6,96
19000000,1251,24.47248,19-12-06,68673228,141,7.2,541
13000000,5172,6.764437,15-10-06,11130889,104,6.2,123
13000000,58680,1.750054,08-05-98,8026971,84,5.5,10
6000000,264644,66.11334,16-10-15,35401758,117,8.1,2757
0,14577,9.066881,12-06-98,0,82,6.5,66
13000000,11592,6.170139,13-04-94,7820688,95,6.4,135
13000000,16406,4.742537,04-08-99,27500000,94,5.7,67
0,19052,1.212956,04-11-99,0,99,6.6,7
13000000,3682,11.880899,28-08-98,16757163,106,5.5,135
0,9683,10.131123,24-08-01,0,84,5.1,163
13000000,2084,5.831302,06-09-01,0,93,6.1,103
13000000,107811,35.522027,01-03-13,48065672,93,5.7,737
13000000,2266,10.573191,16-05-06,4857367,120,6.8,207
0,13074,4.898437,14-06-07,0,112,5.9,60
13000000,144340,17.632446,21-03-13,18000000,107,5.4,304
0,48217,1.780065,01-01-00,0,112,6.7,11
15000000,28211,26.373864,25-03-09,8459458,96,5.9,498
13000000,47502,1.647335,03-04-96,9789900,91,4.8,4
13000000,9950,12.321302,16-03-06,2636637,125,6.5,138
13000000,84892,43.444135,20-09-12,33400000,102,7.7,2968
3000000,24227,1.279106,14-05-93,1200000,87,4.5,10
13000000,9672,3.680896,16-11-06,1151330,110,6.4,60
0,44853,2.996284,29-12-00,0,120,5.6,17
13000000,157544,10.475368,24-07-15,1784763,91,4.6,243
14350531,59678,30.952377,12-05-11,3964682,88,6.3,733
10000000,79777,4.267466,23-12-11,303877,127,5.8,45
13000000,158011,34.532418,14-03-13,68572378,94,6.6,1257
0,407887,6.116436,27-07-16,0,110,5.8,29
0,17043,1.714972,26-07-02,33082548,90,5.3,34
13000000,8952,19.664699,18-01-09,10652035,98,6.4,503
12000000,62204,6.537986,15-12-81,55260558,100,7.1,109
12500000,13435,13.349012,19-12-02,23367586,120,6.7,137
0,17187,6.796079,22-11-02,0,108,6.9,96
12500000,319,35.268557,09-09-93,12281551,120,7.5,749
3100000,59457,7.453347,15-07-10,0,111,5.9,92
12500000,9504,13.939054,15-09-92,10725228,100,7.5,323
13000000,37414,11.892615,19-02-10,0,109,6,173
0,6217,5.69872,02-04-82,0,118,6,94
12500000,26688,8.780512,09-09-09,27206120,101,5.4,177
0,43867,4.021389,03-09-37,0,101,8.4,11
12000000,6615,15.817096,12-10-07,11293663,106,7.1,509
12500000,14574,34.821223,07-05-08,20416563,94,7.7,1451
12800000,16,22.022228,17-05-00,40031879,140,7.6,377
0,39780,0.139384,31-12-97,0,132,6.2,25
12500000,21612,2.950618,26-01-96,1227324,99,7.3,31
15000000,36691,7.497306,07-09-09,5024782,90,5.8,84
20000000,23631,26.396191,01-09-10,31327899,105,6.3,1150
12500000,45324,6.546037,16-09-10,1083683,108,6,94
12300000,12144,28.670193,18-11-88,84460846,69,7,640
0,11658,9.572705,05-02-04,15,140,7.4,133
12500000,56601,0.903529,01-04-10,3878993,118,6.3,30
8000000,9552,47.584643,26-12-73,441306145,122,7.5,2005
7000000,578,50.152327,18-06-75,470654000,124,7.5,2542
11000000,2105,60.767168,09-07-99,235483004,95,6.4,2296
12516654,126319,11.103202,12-12-12,8109160,78,7.6,142
25000000,10136,15.26213,12-12-86,79817939,94,5.6,304
12000000,67660,6.035152,16-04-12,96070507,122,6.9,281
12000000,10611,10.297189,01-04-02,75781642,102,6.2,137
12000000,154,22.434102,03-06-82,96800000,113,7.3,675
15000000,3049,41.249004,04-02-94,107217396,86,6.4,1648
12000000,860,23.161754,03-06-83,79567667,114,7,504
12000000,9281,19.195399,08-02-85,68706993,113,7,375
12000000,75674,21.958055,24-02-12,81272766,110,6.3,417
12000000,9762,45.477802,11-08-06,114194847,104,6.7,1060
12000000,3179,12.60629,15-12-96,0,81,6.5,168
12000000,184,40.631671,24-12-97,39673162,154,7.3,1514
12000000,13335,26.219598,25-04-08,43493123,107,6.2,497
15000000,76726,64.504747,01-02-12,145000000,84,6.6,1935
12000000,10269,3.389249,18-11-83,30400000,132,6.2,51
5000000,36819,14.779537,13-07-81,42365581,116,6.6,249
12000000,17130,6.703319,15-02-02,61141030,93,4.7,158
12000000,57214,49.070321,01-03-12,100000000,88,6.5,1564
12000000,11202,21.933822,25-01-70,89800000,172,7.3,323
12000000,9357,20.624896,21-08-02,52223306,96,6.6,435
12000000,13812,8.083995,10-10-08,40855419,89,5.5,339
12000000,9030,11.135734,01-02-08,56309766,98,5.5,281
12000000,19084,4.623609,07-04-04,31179516,97,4.7,30
12000000,8386,11.510281,21-12-01,31155435,93,6.3,218
0,10437,15.085981,10-12-92,27281507,85,7.2,212
12000000,1360,18.422327,29-08-02,56298474,123,7.3,383
12000000,101267,8.410688,28-06-12,32726956,93,6.5,85
12000000,222935,74.358971,16-05-14,307166834,125,7.6,3759
12000000,10220,18.422008,11-09-98,22921898,121,6.9,439
0,284296,15.896312,12-12-14,25434291,102,6.3,210
12000000,31915,8.61659,01-01-79,54000000,102,5.4,25
12000000,11601,6.044161,10-09-99,21133087,99,6.5,330
12000000,205220,29.019504,01-11-13,100129872,98,7.4,579
0,11354,6.2464,23-01-05,0,118,6.4,72
0,16241,5.315213,05-10-78,0,125,6.6,101
12000000,14191,16.931846,03-03-06,23006849,104,5.8,364
12000000,286565,64.610671,18-06-15,85512300,109,6.1,1937
0,26710,4.480167,09-01-04,51,86,4.3,15
12000000,129670,29.223881,21-09-13,17654912,115,7.4,636
0,9059,7.710797,13-01-95,0,92,6.7,94
12000000,34549,1.081822,05-10-01,17292381,86,5.4,33
12000000,57157,16.183746,16-12-11,22939027,94,5.6,364
12000000,1948,47.992817,31-08-06,42931041,88,6.6,1151
0,28353,1.20245,06-08-97,13960203,93,5.3,8
12000000,46889,0.700792,30-10-98,12902790,100,5.3,11
0,38093,10.409253,14-05-10,21520719,100,6.1,99
0,14976,14.345428,03-10-08,0,113,6.1,163
12000000,11027,6.803763,20-03-81,0,122,6.4,110
0,3635,19.944479,31-08-03,31466789,101,6.4,377
14000000,387,26.967494,16-09-81,85000000,149,7.9,613
12000000,6020,3.444542,22-03-02,0,93,4.6,47
0,122906,74.817641,16-08-13,87100449,123,7.8,2067
0,9550,21.064082,19-05-04,92863945,119,7.1,439
12000000,60599,16.40512,14-09-12,35485056,100,6.1,294
12000000,227719,32.940597,30-01-15,32248241,106,6.4,933
12000000,14299,13.427427,05-12-08,0,109,6.9,86
0,19419,5.359381,12-05-00,0,81,4.9,23
8000000,12088,8.708229,30-09-92,6739141,95,5.7,168
12000000,14799,4.330428,22-11-06,5542025,86,5.9,43
0,9466,7.594593,07-09-98,0,113,6,111
12000000,7510,4.770195,27-10-06,6754898,116,5.8,78
12000000,31246,1.623338,20-06-03,4922166,90,3,23
12000000,61752,2.993939,22-03-96,4939939,108,5.7,16
12000000,10944,10.536092,09-09-03,23,119,4.6,89
12000000,10362,8.290636,19-11-08,3148182,110,6.6,154
0,14778,3.603842,10-09-01,0,109,6,22
11000000,1255,27.65527,27-07-06,88489643,119,6.7,537
0,45226,1.379643,13-11-81,0,100,6.8,4
12000000,10212,9.164386,16-03-99,0,100,6.9,141
12000000,8669,9.779444,22-02-08,0,97,6.5,225
12400000,179144,32.523573,21-05-13,8371085,142,7.3,720
0,16857,2.24888,14-06-02,0,104,6.4,53
12000000,86825,27.322212,28-02-13,12077441,99,6.5,882
12000000,844,12.664787,20-05-04,19271312,129,6.9,206
12000000,8060,3.004432,12-09-07,0,90,6.1,38
12000000,15907,4.795244,22-04-05,0,100,6.9,41
12000000,38448,5.841285,14-09-09,1644755,111,6.5,84
12000000,327,5.327714,09-09-00,15250000,114,6.8,107
1200000,9260,3.582733,24-05-02,0,86,6.2,50
0,61337,2.678715,31-10-97,0,107,6.1,9
8000000,13079,9.728143,08-09-07,0,90,6.1,88
0,89325,2.303865,20-04-12,0,103,5.3,22
12000000,4170,11.237374,23-01-07,0,120,6.8,67
0,41508,1.906807,10-02-05,0,140,6.5,28
12000000,12479,2.695896,13-02-99,0,110,5.2,28
